factors,total_quantum_cycles,computation_time
"(2, (2, (41, 17)))",10768,67192296
2789,133,6265
"(2, (5, ((3, 3), 31)))",101541,919614625
2791,133,4017
"(2, (2, (2, 349)))",178,10563
"(3, (19, (7, 7)))",100748,693316527
"(2, (127, 11))",92229,686637053
"((13, 5), 43)",8369,56919181
"(2, (2, (3, 233)))",10696,70412303
2797,133,8065
"(2, 1399)",148,12571
"((3, 3), 311)",89299,879389726
"(2, (2, (2, (2, (7, (5, 5))))))",139525,1053166647
2801,133,7517
"(2, (3, 467))",9381,73583742
2803,133,4047
"(2, (2, 701))",163,10532
"(17, (5, (11, 3)))",34974,223550467
"(2, (23, 61))",110653,940771353
"(7, 401)",32588,332930477
"(2, (2, (2, (3, (13, (3, 3))))))",43025,339038473
"(53, 53)",194666,1716902265
"(2, (281, 5))",18603,136587820
"(3, 937)",24466,219954402
"(2, (2, (37, 19)))",10768,80675887
"(97, 29)",24538,186010945
"(2, (3, (7, 67)))",21236,120548556
"(5, 563)",32588,290129727
"(2, (2, (2, (2, (2, (2, (2, (2, 11))))))))",201,15859
"(3, (3, 313))",10699,83357378
"(2, 1409)",148,4964
2819,133,3289
"(2, (2, (3, (5, 47))))",251,19487
"((13, 31), 7)",28241,249447445
"(2, (17, 83))",64653,447104789
"(3, 941)",166,17793
"(2, (2, (2, 353)))",178,11550
"((5, 5), 113)",39843,329308296
"(2, (157, (3, 3)))",26714,310481542
"(257, 11)",73114,719851598
"(2, (2, (7, 101)))",10718,82871054
"(41, (3, 23))",8371,70643198
"(2, (5, 283))",9403,101463592
"(149, 19)",48838,395002066
"(2, (2, (2, (2, (3, 59)))))",13526,56319125
2833,133,7878
"(2, (109, 13))",9429,59765565
"(5, (3, (3, ((3, 3), 7))))",77842,519329344
"(2, (2, 709))",163,7455
2837,133,3558
"(2, (3, (11, 43)))",56662,334438600
"(17, 167)",162238,1296561707
"(2, (2, (2, (5, 71))))",233,25747
"(3, 947)",166,13426
"(2, (29, (7, 7)))",9430,56354199
2843,133,5225
"(2, (2, (79, (3, 3))))",43129,373439579
"(5, 569)",16388,123314614
"(2, 1423)",148,6179
"(3, (73, 13))",10747,60168431
"(2, (2, (2, (2, (2, 89)))))",208,16107
"(37, (11, 7))",8369,53184648
"(2, ((19, 3), (5, 5)))",30463,153245157
2851,133,4665
"(2, (2, (31, 23)))",10740,53339301
"(3, (3, 317))",16399,133741022
"(2, 1427)",148,9339
"(5, 571)",16388,114745130
"(2, (2, (2, (3, (17, 7)))))",13538,68445900
2857,133,10609
"(2, 1429)",148,9789
"(3, 953)",166,64432
"(2, (2, ((13, 5), 11)))",24047,140895039
2861,133,4699
"(2, (3, (53, (3, 3))))",57347,413167056
"(7, 409)",188,12794
"(2, (2, (2, (2, 179))))",193,8850
"(5, (3, 191))",37421,212295721
"(2, 1433)",148,8870
"(61, 47)",8366,66653528
"(2, (2, (3, 239)))",31696,149790357
"(19, 151)",16438,93178667
"(2, (7, (5, 41)))",13558,53479616
"((3, 3), (29, 11))",40052,237069864
"(2, (2, (2, 359)))",178,19180
"(17, (13, 13))",1064867,5636312700
"(2, (3, 479))",9381,63450262
"(5, (5, (23, 5)))",77970,536720685
"(2, (2, 719))",163,7359
"(3, (7, 137))",63221,339896820
"(2, 1439)",148,7561
2879,133,4692
"(2, (2, (2, (2, (2, (2, (3, (5, 3))))))))",16411,112913038
"(43, 67)",218966,1500298681
"(2, (131, 11))",46229,286540992
"(3, (31, 31))",94743,567479825
"(2, (2, (7, 103)))",73718,477759868
"(5, 577)",24488,185016811
"(2, (3, (37, 13)))",23862,113154415
2887,133,5181
"(2, (2, (2, (19, 19))))",224455,1212884450
"(3, ((3, 3), 107))",8332,50447375
"(2, (5, (17, 17)))",139280,704987968
"(7, (7, 59))",44443,248493525
"(2, (2, (241, 3)))",21196,119645287
"(11, 263)",24514,140311116
"(2, 1447)",148,4842
"(3, (5, 193))",71321,462661160
"(2, (2, (2, (2, 181))))",193,11542
2897,133,4277
"(2, ((3, 3), (23, 7)))",44141,253890606
"(13, 223)",56914,380317115
"(2, (2, ((5, 5), 29)))",52745,297399315
"(3, 967)",8266,78322979
"(2, 1451)",148,4790
2903,133,3572
"(2, (2, (2, (11, (11, 3)))))",13540,87084852
"((5, 7), 83)",13543,75544877
"(2, 1453)",148,5387
"((3, 17), (3, 19))",13576,61311665
"(2, (2, 727))",163,13700
2909,133,6295
"(2, (5, (97, 3)))",21236,116192211
"(41, 71)",8366,53700028
"(2, (2, (2, (2, (2, (13, 7))))))",13511,80397762
"(3, 971)",166,50047
"(2, (31, 47))",64653,383409039
"(5, (53, 11))",71369,650766645
"(2, (2, (3, ((3, 3), (3, (3, 3))))))",42228,260909106
2917,133,4972
"(2, 1459)",148,4446
"(3, (7, 139))",21221,101241579
"(2, (2, (2, (5, 73))))",23833,106551245
"(23, 127)",8338,53871066
"(2, (3, 487))",181,64671
"(37, 79)",56966,419660704
"(2, (2, (43, 17)))",21268,125111471
"(5, ((5, (3, 3)), 13))",64557,463685730
"(2, (7, (11, 19)))",13556,71611240
2927,133,5071
"(2, (2, (2, (2, (3, 61)))))",226,49311
"(29, 101)",89338,753189803
"(2, (293, 5))",73803,663412774
"(3, 977)",8266,59436335
"(2, (2, 733))",163,8863
"(7, 419)",188,12646
"(2, ((3, 3), 163))",53214,384086581
"(5, 587)",32588,259585033
"(2, (2, (2, 367)))",178,18732
"(89, (11, 3))",37847,272938198
"(2, (113, 13))",9429,63295510
2939,133,6595
"(2, (2, (3, (7, (5, 7)))))",13528,66388088
"(173, 17)",8338,59158205
"(2, 1471)",148,5567
"(109, (3, (3, 3)))",53632,421149762
"(2, (2, (2, (2, (2, (2, (2, 23)))))))",210,39010
"(19, (5, 31))",40165,220162626
"(2, (3, 491))",36981,279725154
"(7, 421)",188,15117
"(2, (2, (67, 11)))",63244,366526540
"(3, 983)",16366,127060334
"(2, (59, (5, 5)))",47558,361081461
"(13, 227)",8314,71954896
"(2, (2, (2, ((3, 3), 41))))",16444,130064092
2953,133,6629
"(2, (7, 211))",18603,150246659
"(3, (5, 197))",8321,64374616
"(2, (2, 739))",163,6506
2957,133,3602
"(2, (17, (3, 29)))",9458,65523245
"(11, 269)",32614,242966299
"(2, (2, (2, (2, (37, 5)))))",13548,50417941
"((7, (3, 3)), 47)",29754,176449699
"(2, 1481)",148,8612
2963,133,5557
"(2, (2, (13, (3, 19))))",24049,123201870
"(5, 593)",8288,110096885
"(2, 1483)",148,5259
"(3, (23, 43))",73771,476810020
"(2, (2, (2, (53, 7))))",12033,76790090
2969,133,4470
"(2, (5, (11, (3, (3, 3)))))",65450,530100556
2971,133,8213
"(2, (2, 743))",163,9858
"(3, 991)",16366,160413690
"(2, 1487)",148,10650
"(17, ((5, 5), 7))",92770,698835759
"(2, (2, (2, (2, (2, (3, 31))))))",26813,167370637
"(13, 229)",16414,182347972
"(2, 1489)",148,5564
"(3, (331, 3))",10699,64287121
"(2, (2, (5, 149)))",218,53643
"(11, 271)",8314,96709958
"(2, (3, (7, 71)))",21236,206729794
"(157, 19)",56938,556356773
"(2, (2, (2, 373)))",178,21237
"(3, (5, 199))",26921,253627332
"(2, 1493)",148,7494
"(29, 103)",316138,2870212553
"(2, (2, (83, (3, 3))))",42229,319377652
"(7, (61, 7))",20143,133259820
"(2, ((5, 13), 23))",31956,176767729
"(3, 997)",166,68743
"(2, (2, (2, (2, (17, 11)))))",13546,67061477
"(41, 73)",32666,268721438
"(2, (3, 499))",27781,291183018
"(5, 599)",8288,90690279
"(2, (2, (107, 7)))",10718,92234189
"(((3, 3), (3, 3)), 37)",24565,234519879
"(2, 1499)",148,5640
2999,133,3599
3001,133,12891
"(2, (19, 79))",253,57121
"((3, 11), (7, 13))",13550,76982819
"(2, (2, 751))",163,7731
"(601, 5)",24488,200969240
"(2, ((3, 3), 167))",86714,646684580
"(97, 31)",40738,323250752
"(2, (2, (2, (2, (2, (2, 47))))))",223,15315
"(59, (17, 3))",45971,353247395
"(2, (7, (5, 43)))",13558,94032010
3011,133,15491
"(2, (2, (3, 251)))",196,111343
"(23, 131)",170338,1322975388
"(2, (137, 11))",55429,369796204
"(3, (5, (3, 67)))",40154,213250793
"(2, (2, (2, (29, 13))))",12031,74443361
"(7, 431)",188,81832
"(2, (3, 503))",18581,152450540
3019,133,8136
"(2, (2, (5, 151)))",218,27948
"(53, (3, 19))",40771,299800363
"(2, 1511)",148,8128
3023,133,5750
"(2, (2, (2, (2, (3, (7, (3, 3)))))))",26814,146750430
"(5, (5, (11, 11)))",136772,888854411
"(2, (89, 17))",9453,56389723
"(3, 1009)",8266,71324644
"(2, (2, 757))",163,12429
"(233, 13)",8314,83549827
"(2, ((5, 3), 101))",45136,308101894
"(433, 7)",8288,64735259
"(2, (2, (2, 379)))",178,8121
"(337, (3, 3))",16399,139124444
"(2, (41, 37))",9481,50748824
"(5, 607)",24488,180374707
"(2, (2, (3, (23, 11))))",40149,223435904
3037,133,10446
"(2, (31, (7, 7)))",248830,1409611861
"(3, 1013)",24466,190948186
"(2, (2, (2, (2, (2, (5, 19))))))",13535,76024700
3041,133,9999
"(2, ((13, 13), (3, 3)))",304943,1752937165
"(17, 179)",56938,386783658
"(2, (2, 761))",163,8347
"(29, ((3, 5), 7))",8348,65994740
"(2, 1523)",148,5244
"(277, 11)",24514,177631708
"(2, (2, (2, (127, 3))))",12011,69867488
3049,133,8633
"(2, (5, (5, 61)))",23858,129870242
"((3, 3), (113, 3))",51832,326495280
"(2, (2, (7, 109)))",21218,113873136
"(43, 71)",8366,76458900
"(2, (3, 509))",181,54630
"(47, (5, 13))",8369,68439492
"(2, (2, (2, (2, 191))))",193,9949
"(3, 1019)",8266,71374516
"(2, (139, 11))",303829,2269237110
"(23, (7, 19))",16465,141384166
"(2, (2, ((3, 3), (17, 5))))",62156,489205397
3061,133,7361
"(2, 1531)",148,6824
"(3, 1021)",166,32918
"(2, (2, (2, 383)))",178,8526
"(5, 613)",24488,199951945
"(2, (73, (3, 7)))",9436,53312731
3067,133,4781
"(2, (2, (59, 13)))",31744,197127121
"((3, (3, 31)), 11)",95452,559862980
"(2, (5, 307))",203,77461
"(37, 83)",121766,964391236
"(2, (2, (2, (2, (2, (2, (2, (2, (2, (2, 3))))))))))",183,17428
"(7, 439)",89288,695327828
"(2, (53, 29))",9453,70370639
"(3, (41, (5, 5)))",40976,279264604
"(2, (2, 769))",163,11717
"(17, 181)",16438,140553623
"(2, (19, (3, ((3, 3), 3))))",80852,492961770
3079,133,5097
"(2, (2, (2, (5, (11, 7)))))",40136,195609873
"(3, (79, 13))",26747,235036591
"(2, (23, 67))",27853,226170352
3083,133,7235
"(2, (2, (3, 257)))",196,29115
"(5, 617)",8288,70297542
"(2, 1543)",148,10304
"(7, (7, (3, (3, 7))))",16431,139918869
"(2, (2, (2, (2, 193))))",193,17449
3089,133,6672
"(2, ((3, 103), 5))",9436,68922986
"(281, 11)",16414,134269535
"(2, (2, 773))",163,14547
"(3, 1031)",8266,56168906
"(2, (17, (13, 7)))",22756,123741333
"(5, 619)",73088,566747351
"(2, (2, (2, ((3, 3), 43))))",36344,243319786
"(19, 163)",81238,638252831
"(2, 1549)",148,21180
"(3, 1033)",166,50796
"(2, (2, (31, (5, 5))))",115745,781174694
"(7, 443)",40688,411367028
"(2, (3, (11, 47)))",52762,376721616
"(29, 107)",73138,665394873
"(2, (2, (2, (2, (2, 97)))))",208,14387
"(5, (23, (3, (3, 3))))",21259,137027396
"(2, 1553)",148,12318
"(13, 239)",214,22425
"(2, (2, (37, (7, 3))))",31751,232741316
3109,133,7208
"(2, (311, 5))",27803,257077530
"((61, 17), 3)",54371,391669114
"(2, (2, (2, 389)))",178,8400
"(11, 283)",8314,68462521
"(2, (3, (3, 173)))",31714,199729065
"(7, (89, 5))",20143,126572520
"(2, (2, (41, 19)))",21268,139901935
"(3, 1039)",73066,570229539
"(2, 1559)",148,8854
3119,133,6183
"(2, (2, (2, (2, (5, (13, 3))))))",13529,69241368
3121,133,4606
"(2, (7, 223))",156603,1227308815
"(3, (347, 3))",53199,440020855
"(2, (2, (71, 11)))",73744,433088580
"(5, (5, (5, (5, 5))))",147675,916346752
"(2, (521, 3))",55381,460617308
"(59, 53)",56966,453229606
"(2, (2, (2, (17, 23))))",47455,263493770
"(3, (7, 149))",18621,156715777
"(2, (313, 5))",18603,138665596
"(101, 31)",40738,387739667
"(2, (2, ((3, 3), (29, 3))))",75034,503085098
"(241, 13)",8314,63564604
"(2, 1567)",148,7308
"((11, 19), (5, 3))",69674,411388470
"(2, (2, (2, (2, (2, (2, (7, 7)))))))",200,20188
3137,133,4325
"(2, (3, 523))",18581,115303022
"(73, 43)",16466,132117670
"(2, (2, (157, 5)))",31718,154345754
"(3, (3, 349))",78599,583424458
"(2, 1571)",148,5618
"(7, 449)",40688,320016077
"(2, (2, (2, (3, 131))))",211,16884
"(5, (17, 37))",42293,326857114
"(2, (13, (11, 11)))",440158,2550040289
"(3, 1049)",166,13606
"(2, (2, 787))",163,5710
"(67, 47)",97466,893493409
"(2, ((5, 5), (3, (3, 7))))",42446,349585349
"(137, 23)",40738,316617663
"(2, (2, (2, (2, 197))))",193,14070
"(3, 1051)",8266,49868202
"(2, (19, 83))",64653,615258936
"(5, 631)",8288,115903027
"(2, (2, (263, 3)))",31696,362274330
"(41, (7, 11))",8369,62970953
"(2, 1579)",148,13689
"(3, (3, (13, ((3, 3), 3))))",12046,79263409
"(2, (2, (2, (5, 79))))",23833,161222709
"(29, 109)",8338,103625205
"(2, ((3, 17), 31))",258,109399
3163,133,10021
"(2, (2, (7, 113)))",218,31186
"(5, (211, 3))",10721,86095605
"(2, 1583)",148,9709
3167,133,6594
"(2, (2, (2, (2, (2, ((3, 3), 11))))))",32622,346523864
3169,133,9702
"(2, (5, 317))",203,26412
"(3, (7, 151))",37021,309938556
"(2, (2, (61, 13)))",10744,73641532
"(19, 167)",356638,3008320427
"(2, (3, (23, 23)))",220758,1626671392
"(5, (5, 127))",42243,378783355
"(2, (2, (2, 397)))",178,14939
"(353, (3, 3))",56899,539116291
"(2, (7, 227))",203,26360
"(11, (17, 17))",35691,237014264
"(2, (2, ((3, 53), 5)))",10751,63356600
3181,133,8913
"(2, (37, 43))",37081,263263579
"(3, 1061)",16366,136606902
"(2, (2, (2, (2, 199))))",193,13710
"((5, 13), (7, 7))",61546,463469168
"(2, (((3, 3), 3), 59))",36147,273484296
3187,133,4726
"(2, (2, 797))",163,6276
"(3, 1063)",166,10032
"(2, (5, (29, 11)))",21256,121566245
3191,133,4550
"(2, (2, (2, ((3, 7), 19))))",44838,314882282
"(103, 31)",113638,980587997
"(2, 1597)",148,6903
"(5, (71, (3, 3)))",18854,145816907
"(2, (2, (17, 47)))",63268,448228760
"(139, 23)",48838,375553238
"(2, (3, (13, 41)))",18662,149496042
"(7, 457)",24488,190302464
"(2, (2, (2, (2, (2, (2, (2, (5, 5))))))))",105215,632811388
"(3, (97, 11))",17547,155481252
"(2, 1601)",148,5819
3203,133,3643
"(2, (2, (89, (3, 3))))",26929,174376589
"(5, 641)",188,12586
"(2, (7, 229))",9403,77110280
"(3, 1069)",166,18110
"(2, (2, (2, 401)))",178,11472
3209,133,6203
"(2, (3, (5, 107)))",291636,2196743601
"(19, (13, 13))",226967,1340147531
"(2, (2, (73, 11)))",21244,173483787
"(17, (7, (3, (3, 3))))",26959,246236685
"(2, 1607)",148,8026
"(5, 643)",113588,1132409149
"(2, (2, (2, (2, (3, 67)))))",226,18067
3217,133,3579
"(2, 1609)",148,3213
"(37, (3, 29))",8371,78613490
"(2, (2, ((5, 23), 7)))",24045,167520696
3221,133,6221
"(2, (3, (3, 179)))",10714,49678563
"(11, 293)",56914,575181832
"(2, (2, (2, (13, 31))))",12031,76399937
"(5, (5, (43, 3)))",276,67630
"(2, 1613)",148,5305
"(7, 461)",16388,183541202
"(2, (2, (3, 269)))",10696,81075290
3229,133,8801
"(2, (17, (5, 19)))",49380,402679448
"(3, (3, 359))",199,81705
"(2, (2, (2, (2, (2, 101)))))",208,19116
"(61, 53)",32666,413001938
"(2, (3, (11, (7, 7))))",157839,1219105257
"(5, 647)",188,12831
"(2, (2, 809))",163,6150
"(83, (3, 13))",21647,167110643
"(2, 1619)",148,11531
"(79, 41)",24566,220625529
"(2, (2, (2, ((3, 5), ((3, 3), 3)))))",37432,330888192
"(7, 463)",89288,875510614
"(2, 1621)",148,10209
"(3, (23, 47))",105171,976310652
"(2, (2, 811))",163,13338
"(5, (11, 59))",21269,157416338
"(2, (3, 541))",9381,172602284
"(17, 191)",8338,110414107
"(2, (2, (2, (2, (29, 7)))))",13520,82878346
"(((3, 3), 19), 19)",64476,466598115
"(2, (5, ((5, 5), 13)))",44861,333430965
3251,133,7134
"(2, (2, (3, 271)))",10696,90267192
3253,133,5092
"(2, 1627)",148,5369
"(3, (5, (31, 7)))",22748,159860697
"(2, (2, (2, (37, 11))))",23859,160404703
3257,133,15742
"(2, (181, (3, 3)))",17514,212568709
3259,133,9846
"(2, (2, (5, 163)))",21218,181474075
"(3, 1087)",8266,82244683
"(2, (233, 7))",9403,80045837
"(13, 251)",89314,1029927621
"(2, (2, (2, (2, (2, (2, (3, 17)))))))",228,52809
"(5, 653)",16388,163436171
"(2, (23, 71))",92253,790814885
"((3, 3), (3, (11, 11)))",131761,809555760
"(2, (2, (19, 43)))",10768,79353900
"(7, 467)",73088,573160671
"(2, (3, (5, 109)))",40936,256448542
3271,133,11652
"(2, (2, (2, 409)))",178,19308
"(3, 1091)",166,23451
"(2, 1637)",148,7677
"(131, (5, 5))",189543,1769827125
"(2, (2, ((3, (13, 3)), 7)))",13532,60173059
"(29, 113)",8338,49929597
"(2, (11, 149))",9429,47650451
"(3, 1093)",166,10683
"(2, (2, (2, (2, (41, 5)))))",26848,109110859
"(193, 17)",40738,393393626
"(2, (3, 547))",181,58126
"(7, (7, 67))",243,22112
"(2, (2, 821))",163,7045
"(5, (73, (3, 3)))",35054,257781685
"(2, (53, 31))",9453,65910828
"(19, 173)",162238,1156756015
"(2, (2, (2, (137, 3))))",35611,276097432
"(11, (23, 13))",12067,56780552
"(2, (7, (5, 47)))",26858,163669020
"(3, 1097)",166,81984
"(2, (2, 823))",163,15418
"(89, 37)",16466,199527663
"(2, ((3, 3), (3, 61)))",82347,759697588
"(5, 659)",24488,282652024
"(2, (2, (2, (2, (2, 103)))))",208,40176
"((7, 3), 157)",18821,227358105
"(2, (17, 97))",18653,157167252
3299,133,6514
"(2, (2, (3, ((5, 5), 11))))",64554,440455349
3301,133,5150
"(2, (13, 127))",9429,96493959
"((3, 3), 367)",24499,187408708
"(2, (2, (2, (59, 7))))",71033,578427392
"(5, 661)",32588,272389036
"(2, (3, (29, 19)))",19958,171463652
3307,133,12287
"(2, (2, 827))",163,17676
"(3, 1103)",16366,136809360
"(2, (5, 331))",203,13619
"(7, (11, 43))",31969,202827497
"(2, (2, (2, (2, (23, (3, 3))))))",67331,473010586
3313,133,8093
"(2, 1657)",148,7213
"(3, (17, (13, 5)))",22774,153952429
"(2, (2, 829))",163,11160
"(107, 31)",81238,746247069
"(2, (3, (79, 7)))",29136,183165772
3319,133,4567
"(2, (2, (2, (83, 5))))",23833,137147816
"((3, 3), (41, (3, 3)))",52565,426048268
"(2, (11, 151))",83029,591211705
3323,133,4890
"(2, (2, (277, 3)))",10696,59018132
"(7, (5, (5, 19)))",13570,76959549
"(2, 1663)",148,12991
"(3, 1109)",166,70632
"(2, (2, (2, (2, (2, (2, (2, (2, 13))))))))",201,32151
3329,133,7465
"(2, (5, (37, (3, 3))))",40069,259264252
3331,133,5386
"(2, (2, (17, (7, 7))))",24045,130620725
"(3, (11, 101))",8347,63259863
"(2, 1667)",148,6551
"(5, (23, 29))",37465,292783695
"(2, (2, (2, (3, 139))))",12011,55811216
"(47, 71)",8366,79426899
"(2, 1669)",148,10192
"(53, (7, (3, 3)))",67354,574213354
"(2, (2, (5, 167)))",10718,69012243
"(13, 257)",214,11942
"(2, (3, 557))",181,9413
3343,133,3203
"(2, (2, (2, (2, (19, 11)))))",26846,170453253
"(3, (5, 223))",71621,423831085
"(2, (7, 239))",18603,116701652
3347,133,4793
"(2, (2, (31, (3, (3, 3)))))",35034,300737509
"(17, 197)",121738,1057442780
"(2, (67, (5, 5)))",131558,999277062
"(3, 1117)",16366,156455087
"(2, (2, (2, 419)))",178,8700
"(7, 479)",16388,147170420
"(2, (3, (13, 43)))",19962,156656439
"(5, (61, 11))",29369,239947494
"(2, (2, 839))",163,16303
"(3, (3, 373))",25599,226179716
"(2, (23, 73))",27853,214603667
3359,133,10726
"(2, (2, (2, (2, (2, (3, (5, 7)))))))",13518,102028228
3361,133,12529
"(2, (41, 41))",303881,2670619991
"(3, (59, 19))",434171,3332912834
"(2, (2, (29, 29)))",63240,353148372
"(673, 5)",8288,54644243
"(2, ((11, (3, 3)), 17))",80567,568261441
"(13, (7, 37))",12069,57590126
"(2, (2, (2, 421)))",178,8939
"(3, 1123)",16366,133067262
"(2, (5, 337))",203,52207
3371,133,4226
"(2, (2, (3, 281)))",21196,171529880
3373,133,13043
"(2, (241, 7))",92203,766660353
"(5, (5, (5, (3, (3, 3)))))",40264,210874830
"(2, (2, (2, (2, 211))))",193,10415
"(11, 307)",16414,110659299
"(2, (3, 563))",9381,73953368
"(109, 31)",8338,89570282
"(2, (2, (5, (13, 13))))",124147,1010039532
"(3, (23, (7, 7)))",371348,2369636801
"(2, (19, 89))",27853,160027672
"(17, 199)",8338,62858762
"(2, (2, (2, ((3, 3), 47))))",83544,532148476
"(5, 677)",188,12307
"(2, 1693)",148,3874
"(3, 1129)",40666,289067636
"(2, (2, (7, (11, 11))))",26847,169673001
3389,133,7544
"(2, (113, (3, 5)))",35936,268925229
3391,133,4966
"(2, (2, (2, (2, (2, (2, 53))))))",223,12500
"(13, (3, (3, 29)))",8352,61207280
"(2, 1697)",148,13312
"(97, (5, 7))",8343,76361817
"(2, (2, (3, 283)))",196,13652
"(79, 43)",32666,231018843
"(2, 1699)",148,15920
"((11, 3), 103)",29747,235403767
"(2, (2, (2, (17, (5, 5)))))",75060,389770785
"(19, 179)",24538,310593388
"(2, (3, (7, (3, (3, (3, 3))))))",61235,502654977
"(83, 41)",56966,545335695
"(2, (2, (37, 23)))",21268,231516729
"(3, (5, 227))",74221,620288999
"(2, (13, 131))",129029,929672264
3407,133,5013
"(2, (2, (2, (2, (3, 71)))))",226,55835
"(7, 487)",16388,166392268
"(2, (5, (31, 11)))",47456,343649607
"(3, (3, 379))",34799,313642712
"(2, (2, 853))",163,16619
3413,133,8732
"(2, (3, 569))",9381,86581677
"(5, 683)",32588,284906200
"(2, (2, (2, (61, 7))))",12033,58229784
"(3, (17, 67))",173971,1330479683
"(2, 1709)",148,9593
"(13, 263)",97414,873740905
"(2, (2, (5, (19, (3, 3)))))",24056,190335012
"(11, 311)",8314,66431200
"(2, (29, 59))",73853,619027799
"(3, (7, 163))",46221,359460413
"(2, (2, (2, (2, (2, 107)))))",208,28203
"((5, 5), 137)",8343,82696062
"(2, (3, 571))",181,24525
"(149, 23)",121738,1098561428
"(2, (2, 857))",163,6997
"((3, (3, 3)), 127)",32632,260367957
"(2, (5, (7, (7, 7))))",521535,3162706158
"(73, 47)",40766,409442132
"(2, (2, (2, (3, (13, 11)))))",13540,80518971
3433,133,15107
"(2, (17, 101))",9453,72728886
"(229, (5, 3))",24521,215846848
"(2, (2, 859))",163,8498
"(7, 491)",16388,167809701
"(2, (3, (3, 191)))",31714,230205848
"(19, 181)",24538,230183839
"(2, (2, (2, (2, (5, 43)))))",248,140610
"((31, 37), 3)",26771,220854310
"(2, 1721)",148,7235
"(313, 11)",48814,492199972
"(2, (2, (3, (41, 7))))",22551,196566865
"((13, 53), 5)",8369,88999094
"(2, 1723)",148,9338
"((3, 3), 383)",24499,224524318
"(2, (2, (2, 431)))",178,7976
3449,133,3438
"(2, (3, (23, (5, 5))))",207663,1615747036
"(7, (17, 29))",36365,196562803
"(2, (2, 863))",163,7845
"(3, 1151)",32566,273459275
"(2, (11, 157))",9429,85062179
"(5, 691)",188,37674
"(2, (2, (2, (2, (2, (2, (2, (3, (3, 3)))))))))",21204,155015809
3457,133,7993
"(2, (13, (19, 7)))",22756,160385969
"(3, 1153)",166,99355
"(2, (2, (5, 173)))",21218,169739185
